img,x,y,h,w,sin,cos
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,535.99939,476.00081,26.1303,60.0,0.6000405237390493,0.7999696055919672
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,516.08651,539.10931,25.6665,121.5,0.7434402198824845,0.6688023919373219
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,502.5477,520.11335,26.478,49.5,0.8553552187532998,0.5180419382168732
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,530.9458,478.71167,26.0043,48.0,0.3569793005862194,0.9341122946161097
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,546.62246,498.31846,25.9535,111.0,0.36977108178095747,0.929122891268179
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,520.21869,535.25973,26.0685,124.5,0.4881856618996491,0.872739800579532
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,498.40544,524.18836,26.2916,51.0,0.42284444676100796,0.9062022808641441
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,521.62421,525.23231,25.9977,111.0,0.18290991126638037,0.9831296783031854
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,549.27167,490.4966,26.0428,118.5,0.7467496322202211,0.6651052448890811
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,527.43106,531.44554,26.3053,112.5,0.8385479225870668,0.5448278457686562
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,538.15335,527.79564,26.0592,165.0,0.20371522710480794,0.9790301865854988
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,567.81402,509.86155,26.0471,189.0,0.5101346631092951,0.8600945445091289
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,499.49894,524.0,26.2345,52.4968,0.0,1.0
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,499.26168,521.18386,26.5393,49.5,-0.8979477057421745,0.44010216740248526
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,573.75827,492.15542,26.0405,55.5,0.6029949831170982,0.7977449782578455
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,531.90702,513.67907,26.3465,174.0,-0.9944668447215627,0.10505091503427937
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,535.81684,507.85868,25.9645,172.5,-0.3801504147037013,0.92492467920399
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,552.58047,509.42762,26.292,171.0,0.90223935703624,0.4312355998927177
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,548.84269,490.53441,26.1469,115.5,0.8952098725526608,0.44564479586801936
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,539.15657,547.69881,26.2362,189.0,0.544463372318038,0.838784618483237
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,501.29336,521.81269,26.5885,52.5,-0.9821322251149073,0.1881921687819158
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,550.6346,490.74193,25.7517,118.5,0.0824829474769367,0.9965924760781194
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,499.5778,521.55167,26.5707,54.0,0.9693515159483918,0.2456779162410714
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,532.0497,475.28022,26.2976,45.0,0.8479851980996507,0.530019908875031
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,548.56496,520.41541,26.2062,166.5,-0.8573802692764094,0.5146834695767016
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,543.16413,512.08646,26.3459,171.0,0.9839729221435433,0.17831794213790325
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,515.63322,495.66907,25.8946,142.5,-0.8280192354130055,0.5606996930497303
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,552.44339,564.51298,25.8062,132.0,0.556523298228528,0.8308320037942934
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,553.09436,545.82249,26.0694,126.0,-0.3767255082793676,0.9263249383513606
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,557.49174,525.72708,26.1632,165.0,-0.8859471161009268,0.46378627348429685
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,568.51031,548.07129,25.8451,172.5,-0.26211001699754455,0.9650379987283128
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,570.34342,517.34604,26.2391,130.5,-0.9964608025177871,0.08405872379240349
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,574.04892,547.10919,26.0584,93.0,-0.8351878165256817,0.5499648271726694
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,572.11541,532.99337,26.1122,177.0,-0.9998875902347314,0.014993561771034676
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,563.49971,554.17484,25.8665,157.5,0.0033300820579799887,0.9999944552613715
1_1a0312faac503f7dc2c1a442b53fa053_RGB.png,586.80663,559.73526,25.8688,106.5,-0.908865937863222,0.41708836832499396
2_1a0312faac503f7dc2c1a442b53fa053_RGB.png,557.05311,475.45465,26.3262,139.5,0.9990247832639505,0.04415294355325391
2_1a0312faac503f7dc2c1a442b53fa053_RGB.png,567.05151,478.15665,26.4024,160.5,0.993582125582401,0.11311303958058049
2_1a0312faac503f7dc2c1a442b53fa053_RGB.png,575.44875,469.39076,26.4193,82.5,0.9960275558941657,0.08904553834693028
2_1a0312faac503f7dc2c1a442b53fa053_RGB.png,564.99209,461.33333,26.3261,111.0,0.9819818077344686,0.1889754726903602
2_1a0312faac503f7dc2c1a442b53fa053_RGB.png,546.57537,473.4339,26.2407,133.5,-0.9985145008825023,0.05448661787418411
2_1a0312faac503f7dc2c1a442b53fa053_RGB.png,570.2831,483.80398,25.9548,112.5,-0.4052277513856491,0.9142157674788434
2_1a0312faac503f7dc2c1a442b53fa053_RGB.png,576.47349,493.98686,25.8613,117.0,-0.5131578137310637,0.8582942725002626
2_1a0312faac503f7dc2c1a442b53fa053_RGB.png,558.14358,470.72896,26.2652,141.0,-0.9729567862483927,0.23098721196897348
2_1a0312faac503f7dc2c1a442b53fa053_RGB.png,605.43243,474.18158,26.1617,139.5,0.9931523106892817,0.11682674254014157
2_1a0312faac503f7dc2c1a442b53fa053_RGB.png,578.84978,475.94651,26.2791,180.0,0.732441903752796,0.6808295363943752
2_1a0312faac503f7dc2c1a442b53fa053_RGB.png,519.08308,477.48195,26.08,97.5,0.9994445303852342,0.0333261261330919
2_1a0312faac503f7dc2c1a442b53fa053_RGB.png,543.29959,476.00799,25.7537,181.5,-0.19821506043635387,0.9801585534066478
2_1a0312faac503f7dc2c1a442b53fa053_RGB.png,561.11682,467.39716,26.2647,126.0,0.8904083112128297,0.45516265150286295
2_1a0312faac503f7dc2c1a442b53fa053_RGB.png,548.91885,489.46795,25.8448,177.0,-0.26325516228399093,0.9647262407184898
2_1a0312faac503f7dc2c1a442b53fa053_RGB.png,605.52244,497.04066,25.8276,48.0,-0.622458632778568,0.7826527010618667
2_1a0312faac503f7dc2c1a442b53fa053_RGB.png,552.42986,473.62967,26.1365,96.0,0.7696770825606374,0.6384333861734878
2_1a0312faac503f7dc2c1a442b53fa053_RGB.png,584.20242,502.23142,25.4471,111.0,-0.6278761231378641,0.7783132878175508
2_1a0312faac503f7dc2c1a442b53fa053_RGB.png,536.10727,485.07499,25.9496,187.5,0.657200304325905,0.7537159677185682
2_1a0312faac503f7dc2c1a442b53fa053_RGB.png,584.35962,479.5918,26.2438,168.0,-0.8822895833628944,0.47070701193983744
2_1a0312faac503f7dc2c1a442b53fa053_RGB.png,599.85046,465.397,26.2012,115.5,-0.971350780803781,0.23765029062024104
2_1a0312faac503f7dc2c1a442b53fa053_RGB.png,553.69695,487.60722,26.2483,144.0,0.8623493493931816,0.5063137363346528
2_1a0312faac503f7dc2c1a442b53fa053_RGB.png,503.11271,480.67997,25.9811,123.0,0.9921943429277945,0.12470118628979501
2_1a0312faac503f7dc2c1a442b53fa053_RGB.png,545.29291,457.95988,25.6787,178.5,0.08335956398059202,0.9965195347272253
2_1a0312faac503f7dc2c1a442b53fa053_RGB.png,599.85433,479.3838,26.3172,132.0,0.9003681410104899,0.4351289586471056
2_1a0312faac503f7dc2c1a442b53fa053_RGB.png,506.58724,482.4023,26.0064,117.0,-0.9896846689250853,0.14326289154782598
2_1a0312faac503f7dc2c1a442b53fa053_RGB.png,586.61599,508.37704,25.0723,118.5,-0.3892927596477368,0.9211140794091953
2_1a0312faac503f7dc2c1a442b53fa053_RGB.png,599.82083,444.73992,25.9594,54.0,0.681115835267163,0.7321756749225659
2_1a0312faac503f7dc2c1a442b53fa053_RGB.png,508.43024,475.81806,25.9292,115.5,0.9043650404352556,0.42675973760248115
2_1a0312faac503f7dc2c1a442b53fa053_RGB.png,582.58129,507.65818,25.3736,130.5,-0.06110776993861269,0.9981311739712019
2_1a0312faac503f7dc2c1a442b53fa053_RGB.png,538.12095,515.92519,25.1213,139.5,0.1274229550547753,0.9918484715545559
3_1a0312faac503f7dc2c1a442b53fa053_RGB.png,555.14718,501.19541,26.3087,162.0,0.6888038796108439,0.7249477328973793
3_1a0312faac503f7dc2c1a442b53fa053_RGB.png,557.29494,482.56607,26.2213,108.0,0.7379467187496055,0.6748589780737089
3_1a0312faac503f7dc2c1a442b53fa053_RGB.png,543.89534,490.54797,26.275,115.5,0.7155318113810558,0.6985801506640059
3_1a0312faac503f7dc2c1a442b53fa053_RGB.png,566.38911,506.8495,26.2755,129.0,0.6779184917928741,0.7351370746230086
3_1a0312faac503f7dc2c1a442b53fa053_RGB.png,567.833,485.21791,26.1717,138.0,0.7003899733952033,0.713760383579438
3_1a0312faac503f7dc2c1a442b53fa053_RGB.png,548.49492,507.22942,26.0845,175.5,-0.013171618974306461,0.9999132504640569
3_1a0312faac503f7dc2c1a442b53fa053_RGB.png,552.99764,531.71658,25.9891,51.0,-0.01667235785201981,0.999861006582242
3_1a0312faac503f7dc2c1a442b53fa053_RGB.png,564.64594,495.77878,26.3196,156.0,0.8119460106923512,0.583732537829421
3_1a0312faac503f7dc2c1a442b53fa053_RGB.png,540.07658,511.53155,26.4048,163.5,0.9443752222705705,0.3288699432319873
3_1a0312faac503f7dc2c1a442b53fa053_RGB.png,568.35051,495.93601,26.1243,114.0,0.524632401502799,0.8513288690590763
3_1a0312faac503f7dc2c1a442b53fa053_RGB.png,553.37445,541.84839,25.901,55.5,-0.11630324624636867,0.993213750867635
3_1a0312faac503f7dc2c1a442b53fa053_RGB.png,533.67449,527.87113,25.3799,130.5,0.7385953733796768,0.674149000164011
3_1a0312faac503f7dc2c1a442b53fa053_RGB.png,559.7928,489.45037,26.086,153.0,0.440204033506034,0.8978977719568183
3_1a0312faac503f7dc2c1a442b53fa053_RGB.png,545.23923,519.05801,26.0589,171.0,0.2466319934407259,0.9691092094348571
3_1a0312faac503f7dc2c1a442b53fa053_RGB.png,551.48104,503.0529,26.4998,180.0,0.9991183661414236,0.04198202518807629
3_1a0312faac503f7dc2c1a442b53fa053_RGB.png,544.35454,497.64736,26.0588,165.0,-0.2427753185919382,0.9700825452932255
3_1a0312faac503f7dc2c1a442b53fa053_RGB.png,529.73348,515.1119,25.8535,123.0,0.2466319934407259,0.9691092094348571
3_1a0312faac503f7dc2c1a442b53fa053_RGB.png,540.92892,524.64112,26.208,124.5,0.9002139175123198,0.435447933416984
3_1a0312faac503f7dc2c1a442b53fa053_RGB.png,558.33804,480.85728,26.3255,117.0,0.9194176892316673,0.39328248464418186
3_1a0312faac503f7dc2c1a442b53fa053_RGB.png,519.18801,506.47606,26.2128,51.0,0.9691797641957338,0.2463545913383833
3_1a0312faac503f7dc2c1a442b53fa053_RGB.png,546.22093,485.46671,26.3197,111.0,-0.9045057652815754,0.42646139399996286
3_1a0312faac503f7dc2c1a442b53fa053_RGB.png,552.70035,542.43651,25.9135,49.5,0.15536386788570578,0.98785731183992
3_1a0312faac503f7dc2c1a442b53fa053_RGB.png,575.18521,475.74983,25.7407,183.0,-0.07786575926361347,0.9969638526718514
3_1a0312faac503f7dc2c1a442b53fa053_RGB.png,574.10984,491.77509,26.3182,151.5,0.9351469579075744,0.35426002754503527
3_1a0312faac503f7dc2c1a442b53fa053_RGB.png,571.42084,480.08618,25.8994,99.0,0.30564212754937153,0.952146464503804
3_1a0312faac503f7dc2c1a442b53fa053_RGB.png,508.8776,508.41765,26.039,49.5,0.934402946977309,0.3562178163429228
3_1a0312faac503f7dc2c1a442b53fa053_RGB.png,586.43093,495.48662,25.8702,169.5,-0.5395865801461533,0.841930117364962
3_1a0312faac503f7dc2c1a442b53fa053_RGB.png,585.2525,483.99942,26.2321,165.0,0.9999894649773432,0.004590199813390902
3_1a0312faac503f7dc2c1a442b53fa053_RGB.png,593.95076,453.75244,25.9253,112.5,0.8467312297644601,0.5320208873169973
3_1a0312faac503f7dc2c1a442b53fa053_RGB.png,596.54135,456.67499,25.8129,96.0,0.6773434754230006,0.7356669194016345
3_1a0312faac503f7dc2c1a442b53fa053_RGB.png,569.48013,467.31915,25.6867,171.0,-0.1347523545341502,0.9908793079621265
3_1a0312faac503f7dc2c1a442b53fa053_RGB.png,595.4743,486.00658,26.1397,165.0,-0.98169838222377,0.19044234387140035
4_1a0312faac503f7dc2c1a442b53fa053_RGB.png,560.92884,542.03033,26.355,87.0,0.07001066882342984,0.9975462426629134
4_1a0312faac503f7dc2c1a442b53fa053_RGB.png,562.01001,526.0098,26.1833,147.0,0.02020779183108229,0.9997958017261883
4_1a0312faac503f7dc2c1a442b53fa053_RGB.png,574.20027,544.80674,26.3369,132.0,0.09530196519158553,0.9954484092260241
4_1a0312faac503f7dc2c1a442b53fa053_RGB.png,544.92179,540.65194,26.3069,135.0,0.05893178411728608,0.9982620121094229
4_1a0312faac503f7dc2c1a442b53fa053_RGB.png,553.05215,524.64219,26.2376,126.0,0.3010054036767158,0.9536224341726748
4_1a0312faac503f7dc2c1a442b53fa053_RGB.png,552.89914,561.21937,26.533,181.5,0.6317249339501604,0.7751926262714742
4_1a0312faac503f7dc2c1a442b53fa053_RGB.png,534.70059,570.18065,26.4062,55.5,0.7469921955102803,0.6648328059344929
4_1a0312faac503f7dc2c1a442b53fa053_RGB.png,564.65312,532.95955,26.3721,169.5,0.4771602940840955,0.8788162798614848
4_1a0312faac503f7dc2c1a442b53fa053_RGB.png,561.41089,553.01478,26.4442,93.0,0.19402547187157165,0.9809964914641713
4_1a0312faac503f7dc2c1a442b53fa053_RGB.png,571.40399,532.24764,26.2057,118.5,-0.06967986611893304,0.9975694042309274
4_1a0312faac503f7dc2c1a442b53fa053_RGB.png,578.85804,573.75399,26.2668,52.5,-0.5283435003781334,0.8490307094611957
4_1a0312faac503f7dc2c1a442b53fa053_RGB.png,563.82203,574.89701,26.2778,133.5,0.4742249716633804,0.8804037007253355
4_1a0312faac503f7dc2c1a442b53fa053_RGB.png,554.83933,529.52496,26.2321,166.5,-0.24279394279506983,0.9700778841629286
4_1a0312faac503f7dc2c1a442b53fa053_RGB.png,585.84008,583.16833,26.1458,58.5,-0.5041885302816177,0.8635936115630212
4_1a0312faac503f7dc2c1a442b53fa053_RGB.png,560.57066,550.90047,26.6783,190.5,0.8488259321275053,0.5286724287759592
4_1a0312faac503f7dc2c1a442b53fa053_RGB.png,554.89577,583.68998,25.4389,151.5,0.12495054798545945,0.9921629707654551
4_1a0312faac503f7dc2c1a442b53fa053_RGB.png,527.14172,579.68905,26.2555,57.0,0.6678442470070837,0.7443010558500783
4_1a0312faac503f7dc2c1a442b53fa053_RGB.png,574.198,540.62173,26.5154,118.5,-0.9271321946177318,0.3747344309018166
4_1a0312faac503f7dc2c1a442b53fa053_RGB.png,564.42249,518.45999,26.0863,108.0,-0.2927789304647103,0.9561801597376617
4_1a0312faac503f7dc2c1a442b53fa053_RGB.png,561.81837,516.67583,26.2498,115.5,0.5630083272998694,0.8264512226326507
4_1a0312faac503f7dc2c1a442b53fa053_RGB.png,548.30778,577.04701,26.1198,136.5,-0.30665898015335896,0.9518194523602161
4_1a0312faac503f7dc2c1a442b53fa053_RGB.png,549.40491,537.04058,26.6596,121.5,0.9866521441340147,0.16284209061465488
4_1a0312faac503f7dc2c1a442b53fa053_RGB.png,572.97546,524.27644,26.3173,156.0,0.5630083272998694,0.8264512226326507
4_1a0312faac503f7dc2c1a442b53fa053_RGB.png,566.74423,489.28369,25.7473,108.0,0.11899145208983065,0.9928952786319177
4_1a0312faac503f7dc2c1a442b53fa053_RGB.png,575.04851,513.17496,26.3188,178.5,0.770168250445698,0.6378407842129669
4_1a0312faac503f7dc2c1a442b53fa053_RGB.png,525.64945,577.93341,26.3484,57.0,0.898241696281166,0.43950182600523224
4_1a0312faac503f7dc2c1a442b53fa053_RGB.png,568.97141,473.91539,25.6045,136.5,0.1519871084601211,0.9883824759990089
4_1a0312faac503f7dc2c1a442b53fa053_RGB.png,546.14808,517.30754,26.4953,181.5,0.9866521441340147,0.16284209061465488
4_1a0312faac503f7dc2c1a442b53fa053_RGB.png,535.26657,539.37649,26.4981,127.5,0.9087887589176998,0.4172565058388266
4_1a0312faac503f7dc2c1a442b53fa053_RGB.png,571.36121,479.49648,25.6168,126.0,-0.13086880316759134,0.9913996955605152
0_1a0710af081df737c50a037462bade42_RGB.png,569.60503,510.83725,26.3387,160.5,-0.9876120482274294,0.15691539821197134
0_1a0710af081df737c50a037462bade42_RGB.png,595.82395,519.18398,26.4107,156.0,-0.984307295291005,0.17646288118725195
0_1a0710af081df737c50a037462bade42_RGB.png,545.73525,498.49354,26.141,117.0,-0.9870140351618849,0.1606340387136342
0_1a0710af081df737c50a037462bade42_RGB.png,519.25256,501.87721,26.1271,145.5,-0.9871588578788967,0.15974163299288124
0_1a0710af081df737c50a037462bade42_RGB.png,443.90813,471.88543,25.3937,91.5,-0.9798501722563433,0.19973392283038519
0_1a0710af081df737c50a037462bade42_RGB.png,473.63463,479.11231,25.3953,93.0,-0.9713648815456611,0.2375926490861695
0_1a0710af081df737c50a037462bade42_RGB.png,681.95329,476.39072,25.7747,19.5,-0.4014283188895724,0.9158904436631554
0_1a0710af081df737c50a037462bade42_RGB.png,561.84118,509.11602,26.2252,157.5,-0.8974478479448117,0.44112057333480403
0_1a0710af081df737c50a037462bade42_RGB.png,430.07305,449.36844,25.9165,39.0,-0.9716585566222666,0.23638876737851452
0_1a0710af081df737c50a037462bade42_RGB.png,421.03892,485.14422,26.0275,37.5,-0.971537131297393,0.23688732028209555
0_1a0710af081df737c50a037462bade42_RGB.png,694.3155,500.05741,25.9828,7.5,-0.3770375181087901,0.9261979863605642
0_1a0710af081df737c50a037462bade42_RGB.png,526.37055,501.35082,26.0667,148.5,-0.9020036435625374,0.43172841810553436
0_1a0710af081df737c50a037462bade42_RGB.png,605.35211,510.12285,26.2678,180.0,0.5687140335307233,0.8225353172145348
0_1a0710af081df737c50a037462bade42_RGB.png,606.88449,514.23792,26.0286,180.0,-0.3539645926524937,0.9352588236142733
0_1a0710af081df737c50a037462bade42_RGB.png,603.14663,521.72579,26.157,168.0,0.20132581849817913,0.9795243308902736
0_1a0710af081df737c50a037462bade42_RGB.png,596.76286,519.05467,26.4168,184.5,0.795859361404352,0.6054815247925052
0_1a0710af081df737c50a037462bade42_RGB.png,614.33646,519.70754,26.4875,157.5,0.9960468038771304,0.08882997515564925
0_1a0710af081df737c50a037462bade42_RGB.png,440.22126,488.43497,26.0093,34.5,0.9943451749955937,0.1061963886532025
0_1a0710af081df737c50a037462bade42_RGB.png,508.98216,543.86833,26.0682,12.0,-0.9670832551161976,0.2544601691303757
0_1a0710af081df737c50a037462bade42_RGB.png,449.8512,454.05086,25.914,39.0,0.9960877822915397,0.08836928182078935
0_1a0710af081df737c50a037462bade42_RGB.png,660.00395,482.7719,26.2124,165.0,0.9958527012051857,0.09098020390357008
0_1a0710af081df737c50a037462bade42_RGB.png,465.36718,496.99481,26.0612,39.0,0.9996010474294061,0.028244397285729216
0_1a0710af081df737c50a037462bade42_RGB.png,412.86775,484.46984,26.0032,37.5,0.9975874910308383,0.0694204417934455
0_1a0710af081df737c50a037462bade42_RGB.png,689.60939,532.62537,26.1138,55.5,-0.8851151903876004,0.4653720014624018
0_1a0710af081df737c50a037462bade42_RGB.png,710.66024,536.83822,26.2074,51.0,-0.9904832977418545,0.137632978949163
0_1a0710af081df737c50a037462bade42_RGB.png,394.45689,436.09691,26.0218,33.0,-0.9911903617416695,0.13244495758774041
0_1a0710af081df737c50a037462bade42_RGB.png,393.46814,430.52879,25.5742,10.5,-0.1346312947838807,0.9908957636728577
0_1a0710af081df737c50a037462bade42_RGB.png,379.3818,495.53541,25.5329,9.0,0.4881963243913383,0.8727338362013858
0_1a0710af081df737c50a037462bade42_RGB.png,378.89779,498.89844,25.5375,12.0,0.22461092133070282,0.9744485281527049
1_1a0710af081df737c50a037462bade42_RGB.png,538.95006,488.98457,25.8763,144.0,0.2080124139028608,0.9781261859608427
1_1a0710af081df737c50a037462bade42_RGB.png,546.13984,455.83827,25.5041,142.5,0.12291040038824123,0.9924177716447858
1_1a0710af081df737c50a037462bade42_RGB.png,560.37816,434.1038,25.4782,112.5,0.2427685461322494,0.970084240161046
1_1a0710af081df737c50a037462bade42_RGB.png,568.76212,380.38242,24.5803,87.0,0.2890485052776741,0.9573144528297598
1_1a0710af081df737c50a037462bade42_RGB.png,587.68733,363.72144,25.0353,36.0,0.22678559807294402,0.9739447071095448
1_1a0710af081df737c50a037462bade42_RGB.png,553.66306,360.15673,24.9706,31.5,0.17555057922816422,0.9844704130306081
1_1a0710af081df737c50a037462bade42_RGB.png,566.00133,385.27787,24.5079,87.0,-0.009581710972545135,0.9999540943537552
1_1a0710af081df737c50a037462bade42_RGB.png,537.47503,514.58772,26.0151,151.5,0.031440415020933025,0.9995056279497937
1_1a0710af081df737c50a037462bade42_RGB.png,573.9199,340.82146,24.3627,88.5,0.1973373923136483,0.9803356331353305
1_1a0710af081df737c50a037462bade42_RGB.png,579.0206,578.75552,26.5711,19.5,0.8854641988576455,0.46470759897099606
1_1a0710af081df737c50a037462bade42_RGB.png,550.98608,477.25589,25.7493,121.5,-0.15446725316646828,0.9879979087524458
1_1a0710af081df737c50a037462bade42_RGB.png,542.44704,510.62084,26.3912,165.0,0.99310615177434,0.117218476819832
